license_number,application_number,business_name,license_type,application_fee,lic_fee_amount,dbe,approved_license_type,priority_type,application_status,row_ct,business_address_1,business_city,business_state,business_zipcode,mailing_address_1,mailing_city,mailing_state,mailing_zipcode,establishment_address_1,establishment_city,establishment_state,establishment_zip_code,square_footage_establishment,abutters_count,is_abutters_notified,massachusetts_business,app_create_date,geocoded_column,:@computed_region_4aer_mww6,activity_date,version,Address,lon,lat,town_pop,Distance
MR283213,MRN283213,Z&T Inc,Marijuana Retailer,1500,0,Minority-Owned Business,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,93 Davis Street,Douglas,MA,1516,39 Hawthorne Ave,Cranston,RI,2910,93 Davis Street,Douglas,MA,1516,3000,5,Yes,1404828,2020-01-01T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.69466203599995, 42.06453398000008]}",14,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,93+Davis+Street+Douglas+MA,-71.6946625,42.0645333,8471,139
MR281490,MRN281490,Green Biz LLC,Marijuana Retailer,300,5000,Minority-Owned Business,FINAL LICENSE,GENERAL APPLICANT,APPROVED,1,34 Bridge St,Northampton,MA,1060,34 Bridge St,Northampton,MA,1060,1021 South St,Pittsfield,MA,1201,2000,10,Yes,1319829,2018-05-29T00:00:00.000,"{'type': 'Point', 'coordinates': [-73.26293397399996, 42.40899600200004]}",6,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,34+Bridge+St+Northampton+MA,-72.6280062,42.3217269,28549,216
MR281657,MRN281657,"Atlantic Medicinal Partners, Inc.",Marijuana Retailer,300,5000,Not a DBE,PROVISIONAL LICENSE,RMD PRIORITY,APPROVED,1,297 Highland Ave,Salem,MA,1970,329 Washington Street,Woburn,MA,1801,297 Highland Avenue,Salem,MA,1970,9000,6,Yes,1266330,2018-06-26T00:00:00.000,"{'type': 'Point', 'coordinates': [-70.92403203799995, 42.50177600100005]}",10,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,297+Highland+Ave+Salem+MA,-70.9239825,42.5017979,41340,32.4
MR282604,MRN282604,Munro Associates LLC,Marijuana Retailer,300,10000,Not a DBE,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,885 BUFFINTON ST.,SOMERSET,MA,2726,885 BUFFINTON ST.,SOMERSET,MA,2726,310 Kenneth Welch Drive,Lakeville,MA,2347,2744,11,Yes,1350838,2019-04-15T00:00:00.000,"{'type': 'Point', 'coordinates': [-70.94767596199995, 41.88569098800008]}",3,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,885+BUFFINTON+ST.+SOMERSET+MA,-71.1553187,41.7502187,18165,131
MR281525,MRN281525,Boston Bud Factory Inc.,Marijuana Retailer,300,5000,Not a DBE,FINAL LICENSE,GENERAL APPLICANT,APPROVED,1,73 Sargeant St,Holyoke,MA,1040,37 Commercial St,Holyoke,MA,1040,73 Sargeant St,Holyoke,MA,1040,2000,37,Yes,1336702,2018-06-01T00:00:00.000,"{'type': 'Point', 'coordinates': [-72.60965799599995, 42.19832901900003]}",11,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,73+Sargeant+St+Holyoke+MA,-72.6097059,42.1982664,39880,191
MR282091,MRN282091,"MedMen Boston, LLC",Marijuana Retailer,300,10000,Not a DBE,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,"50 Congress Street, Suite 420",Boston,MA,2109,"50 Congress Street, Suite 420",Boston,MA,2109,120 Brookline Avenue,Boston,MA,2215,6745,20,Yes,1367654,2018-11-27T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.09985100599994, 42.34559901600005]}",4,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,"50+Congress+Street,+Suite+420+Boston+MA",-71.055969,42.3579927,617594,56.7
MR282685,MRN282685,CCC Wellfleet NV LLC,Marijuana Retailer,300,10000,Not a DBE,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,1446 State Highway Route 6,Wellfleet,MA,2667,1446 State Highway Route 6,South Wellfleet,MA,2663,1446 State Highway Route 6,Wellfleet,MA,2667,4000,18,Yes,1367097,2019-05-06T00:00:00.000,"{'type': 'Point', 'coordinates': [-69.98902827199998, 41.91642848500004]}",9,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,1446+State+Highway+Route+6+Wellfleet+MA,-69.9883627,41.9162662,2750,206
MR282035,MRN282035,TYCA Green,Marijuana Retailer,300,10000,Not a DBE,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,470 Main St.,Clinton,MA,1510,470 Main St.,Clinton,MA,1510,470 Main Street,Clinton,MA,1510,40000,3,Yes,1312643,2018-11-08T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.69003002899996, 42.41639299000008]}",14,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,470+Main+St.+Clinton+MA,-71.7426762,42.3411456,13606,91.9
MR282320,MRN282320,"ToroVerde (Massachusetts) II, Inc.",Marijuana Retailer,300,10000,Not a DBE,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,C/O EvansCutler Attorneys 90 Conz Street,Northampton,MA,1060,C/O EvansCutler Attorneys 90 Conz Street,Northampton,MA,1060,51 Davis Street,Greenfield,MA,1301,4000,42,Yes,1350063,2019-01-22T00:00:00.000,"{'type': 'Point', 'coordinates': [-72.60160298699998, 42.58947401000006]}",7,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,C/O+EvansCutler+Attorneys+90+Conz+Street+Northampton+MA,-72.6265608,42.3135328,28549,212
MR283192,MRN283192,"Essex Apothecary, LLC",Marijuana Retailer,1500,0,Woman-Owned Business,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,233 Western Avenue,Lynn,MA,1903,51 Willow Street,Lynn,MA,1904,233 Western Avenue,Lynn,MA,1904,2861,89,Yes,1344398,2019-12-20T00:00:00.000,"{'type': 'Point', 'coordinates': [-70.94888102799996, 42.47774801800006]}",10,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,233+Western+Avenue+Lynn+MA,-70.9488982,42.4777574,90329,33.3
MR282621,MRN282621,"Heal Provincetown, Inc",Marijuana Retailer,300,10000,Not a DBE,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,48 Shank Painter Rd,Provincetown,MA,2657,4 Irving Road,Weston,MA,2493,48 Shank Painter Road,Provincetown,MA,2657,748,3,Yes,1364023,2019-04-20T00:00:00.000,"{'type': 'Point', 'coordinates': [-70.19514299499997, 42.04992499300005]}",9,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,48+Shank+Painter+Rd+Provincetown+MA,-70.1950049,42.0498215,2942,234
MR282796,MRN282796,"LMCC, LLC",Marijuana Retailer,300,0,Minority-Owned Business | Woman-Owned Business,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,93 County Street,Taunton,MA,2780,"8 Bartlett Way, unit 4",Waltham,MA,2452,93 County Street,Taunton,MA,2780,1800,117,Yes,1359012,2019-06-19T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.07937301099997, 41.89564102000003]}",2,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,93+County+Street+Taunton+MA,-71.079306,41.895726,55874,109
MR281709,MRN281709,"Nature's Medicines, Inc.",Marijuana Retailer,300,5000,Not a DBE,PROVISIONAL LICENSE,RMD PRIORITY,APPROVED,1,1045 Quaker Highway,Uxbridge,MA,1569,971 Providence Road,Whitnsville,MA,1588,1045 Quaker Highway,Uxbridge,MA,1569,27800,22,Yes,1179000,2018-07-13T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.59743698899996, 42.015090013000076]}",14,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,1045+Quaker+Highway+Uxbridge+MA,-71.5970407,42.0157563,13457,144
MR281834,MRN281834,"Evergreen Strategies, LLC",Marijuana Retailer,300,10000,Not a DBE,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,52 Whispering Way,Stow,MA,1775,52 Whispering Way,Stow,MA,1775,143 SW Cutoff,Worcester,MA,1604,3700,7,Yes,1317729,2018-08-23T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.75154003899996, 42.23233301800008]}",14,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,52+Whispering+Way+Stow+MA,-71.4954923,42.4026993,6590,83.1
MR281549,MRN281549,Theory Wellness Inc,Marijuana Retailer,300,5000,Not a DBE,FINAL LICENSE,RMD PRIORITY,APPROVED,1,394 Stockbridge Rd,Great Barrington,MA,1230,38 Montvale Ave,Stoneham,MA,2180,394 Stockbridge Road,Great Barrington,MA,1230,2450,17,Yes,1328993,2018-06-05T00:00:00.000,"{'type': 'Point', 'coordinates': [-73.34492188199994, 42.212054780000074]}",6,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,394+Stockbridge+Rd+Great+Barrington+MA,-73.34478,42.2111239,7104,264
MR283351,MRN283351,"Full Harvest Moonz, Inc.",Marijuana Retailer,1500,10000,Woman-Owned Business,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,95-101 Plaistow Road,Haverhill,MA,1830,22 Veronica Lane,Weymouth,MA,2189,1201 Westford Street,Lowell,MA,1851,3831,17,Yes,1351851,2020-03-11T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.35742303499995, 42.627968990000056]}",1,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,95-101+Plaistow+Road+Haverhill+MA,-71.1018665,42.8144137,60879,18.6
MR281778,MRN281778,Canna Provisions Inc,Marijuana Retailer,300,5000,Not a DBE,FINAL LICENSE,GENERAL APPLICANT,APPROVED,1,380 Dwight Street,Holyoke,MA,1040,380 Dwight Street,Holyoke,MA,1040,380 Dwight Street,Holyoke,MA,1040,3600,12,Yes,1325268,2018-08-04T00:00:00.000,"{'type': 'Point', 'coordinates': [-72.60460798299994, 42.20472101700006]}",11,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,380+Dwight+Street+Holyoke+MA,-72.6045718,42.2047079,39880,191
MR281571,MRN281571,"Ipswich Pharmaceutical Associates, Inc.",Marijuana Retailer,300,5000,Disability-Owned Business | Veteran-Owned Business,FINAL LICENSE,RMD PRIORITY,APPROVED,1,116 Newburyport Turnpike,Rowley,MA,1969,116 Newburyport Tpk,Rowley,MA,1969,116 Newburyport Turnpike,Rowley,MA,1969,2100,11,Yes,1111562,2018-06-08T00:00:00.000,"{'type': 'Point', 'coordinates': [-70.91129598699997, 42.700862001000075]}",10,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,116+Newburyport+Turnpike+Rowley+MA,-70.91114,42.7007649,5856,7.8
MR281259,MRN281259,"Mission MA, Inc.",Marijuana Retailer,300,5000,Not a DBE,FINAL LICENSE,RMD PRIORITY,APPROVED,1,640 Lincoln St.,Worcester,MA,1605,640 Lincoln St.,Worcester,MA,1605,640 Lincoln Street,Worcester,MA,1605,18000,28,Yes,1323176,2018-04-17T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.76489500899999, 42.29914198300003]}",14,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,640+Lincoln+St.+Worcester+MA,-71.7650283,42.2991486,181045,93.2
MR282088,MRN282088,"Royalty Group, LLC.",Marijuana Retailer,300,10000,Woman-Owned Business,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,279 Tremont St.,Boston,MA,2116,279 Tremont St.,Boston,MA,2116,425 Middlesex Rd.,Tyngsborough,MA,1879,4500,17,Yes,1147448,2018-11-26T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.43873781299999, 42.69692293600008]}",1,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,279+Tremont+St.+Boston+MA,-71.0656551,42.349951,617594,50
MR281735,MRN281735,"202 Trading Company, Inc. d/b/a Bud Barn",Marijuana Retailer,300,10000,Woman-Owned Business,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,682 Spring Street,Winchendon,MA,1475,25 Palmer Rd.,Framingham,MA,1702,682 Spring Street,Winchendon,MA,1475,2500,9,Yes,1432238,2018-07-22T00:00:00.000,"{'type': 'Point', 'coordinates': [-72.00857403299995, 42.66638098900006]}",14,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,682+Spring+Street+Winchendon+MA,-72.0106736,42.6669339,10300,109
MR281793,MRN281793,Green Biz LLC,Marijuana Retailer,300,5000,Minority-Owned Business,FINAL LICENSE,GENERAL APPLICANT,APPROVED,1,34 Bridge St,Northampton,MA,1060,34 Bridge St,Northampton,MA,1060,34 Bridge St,Northampton,MA,1060,1700,34,Yes,1319829,2018-08-11T00:00:00.000,"{'type': 'Point', 'coordinates': [-72.62814302599998, 42.32166499500005]}",5,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,34+Bridge+St+Northampton+MA,-72.6280062,42.3217269,28549,216
MR281379,MRN281379,BCWC LLC,Marijuana Retailer,300,5000,Not a DBE,FINAL LICENSE,RMD PRIORITY,APPROVED,1,34 Extension Street,Attleboro,MA,2703,34 Extension Street,Attleboro,MA,2703,34 Extension Street,Attleboro,MA,2703,27000,16,Yes,1316771,2018-05-03T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.32482204199994, 41.918283013000064]}",2,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,34+Extension+Street+Attleboro+MA,-71.324818,41.918324,43593,126
MR283001,MRN283001,"CommCan, Inc",Marijuana Retailer,1500,10000,Woman-Owned Business,PROVISIONAL LICENSE,RMD PRIORITY,APPROVED,1,730 Main Street,Millis,MA,2054,730 Main Street,Millis,MA,2054,150 Barney Avenue,Rehoboth,MA,2769,4000,3,Yes,1326676,2019-09-20T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.28720397699993, 41.78428198800003]}",2,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,730+Main+Street+Millis+MA,-71.3534209,42.1684544,7891,96.2
MR282372,MRN282372,Solurge Inc.,Marijuana Retailer,300,0,Not a DBE,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,650 Beulieu Street,Holyoke,MA,1040,39 Whittemore Rd,Newton,MA,2458,650 Beaulieu Street,Holyoke,MA,1040,1800,3,Yes,1317351,2019-02-06T00:00:00.000,"{'type': 'Point', 'coordinates': [-72.61764502699998, 42.191691013000025]}",11,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,650+Beulieu+Street+Holyoke+MA,-72.617559,42.191651,39880,192
MR282975,MRN282975,RC Retail Amherst LLC,Marijuana Retailer,1500,0,Not a DBE,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,328 College Street,Amherst,MA,1002,200 Pratt Street,Meriden,CT,6450,328 College Street,Amherst,MA,1002,1000,23,Yes,1385774,2019-09-04T00:00:00.000,"{'type': 'Point', 'coordinates': [-72.50309902799995, 42.37329999100007]}",5,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,328+College+Street+Amherst+MA,-72.5027813,42.3732915,37819,157
MR281362,MRN281362,"Cannabis Connection, Inc",Marijuana Retailer,300,10000,Not a DBE,FINAL LICENSE,GENERAL APPLICANT,APPROVED,1,40 Westfield Industrial Park,Westfield,MA,1085,40 Westfield Industrial Park,Westfield,MA,1085,40 Westfield Industrial Park,Westfield,MA,1085,4500,2,Yes,1342851,2018-05-01T00:00:00.000,"{'type': 'Point', 'coordinates': [-72.73080214299995, 42.14161167700007]}",11,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,40+Westfield+Industrial+Park+Westfield+MA,-72.729157,42.141921,41094,200
MR281759,MRN281759,"Major Bloom, LLC",Marijuana Retailer,300,0,Not a DBE,PROVISIONAL CONSIDERATION,ECONOMIC EMPOWERMENT,APPROVED,1,20 John Williams Street,Attleboro,MA,2703,50 Loring St.,Hyde Park,MA,2136,20 John Williams Street,Attleboro,MA,2703,2247,36,Yes,1314520,2018-07-30T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.29131203099996, 41.934510000000046]}",2,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,20+John+Williams+Street+Attleboro+MA,-71.291331,41.9343245,43593,124
MR282666,MRN282666,"THE HIGH END WELLNESS COMPANY, LLC",Marijuana Retailer,1500,0,Minority-Owned Business | Woman-Owned Business,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,384 DWIGHT STREET,HOLYOKE,MA,1040,PO BOX 151,HOLYOKE,MA,1041,384 DWIGHT STREET,Holyoke,MA,1040,3000,19,Yes,1429753,2019-04-30T00:00:00.000,"{'type': 'Point', 'coordinates': [-72.60460798299994, 42.20472101700006]}",11,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,384+DWIGHT+STREET+HOLYOKE+MA,-72.6048375,42.2051375,39880,192
MR281885,MRN281885,Spencer House LLC,Marijuana Retailer,300,10000,Woman-Owned Business,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,3235 Main Street,Becket,MA,1223,215 JOHNSON HILL RD,Washington,MA,1223,3235 Main Street,Becket,MA,1223,84,14,Yes,1229169,2018-09-13T00:00:00.000,"{'type': 'Point', 'coordinates': [-73.08365302799996, 42.32751799400006]}",6,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,3235+Main+Street+Becket+MA,-73.0837604,42.3275187,1779,263
MR281450,MRN281450,"Hennep, Inc.",Marijuana Retailer,300,10000,Not a DBE,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,246 Commercial St.,Provincetown,MA,2657,1330 Boylston St.,Boston,MA,2215,246 Commercial Street,Provincetown,MA,2657,500,122,Yes,1322872,2018-05-18T00:00:00.000,"{'type': 'Point', 'coordinates': [-70.18793397099995, 42.05061101000007]}",9,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,246+Commercial+St.+Provincetown+MA,-70.1879295,42.0505912,2942,235
MR283033,MRN283033,"Major Bloom, LLC",Marijuana Retailer,300,5000,Not a DBE,PROVISIONAL LICENSE,ECONOMIC EMPOWERMENT,APPROVED,1,76 Millbury Street,Worcester,MA,1610,50 Loring St.,Hyde Park,MA,2136,76 Millbury St.,Worcester,MA,1610,5000,43,Yes,1314520,2019-10-06T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.79904698899998, 42.253298001000076]}",14,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,76+Millbury+Street+Worcester+MA,-71.7990941,42.2533267,181045,99.9
MR281863,MRN281863,Just Healthy LLC,Marijuana Retailer,300,10000,Not a DBE,PROVISIONAL LICENSE,RMD PRIORITY,APPROVED,1,58 Pleasant Street,Northampton,MA,1060,202 State Street,Northampton,MA,1060,58 Pleasant Street,Northampton,MA,1060,5215,103,Yes,1316877,2018-09-05T00:00:00.000,"{'type': 'Point', 'coordinates': [-72.62855901999995, 42.31904497900007]}",5,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,58+Pleasant+Street+Northampton+MA,-72.6284682,42.3191094,28549,212
MR282350,MRN282350,"M3 Ventures, Inc.",Marijuana Retailer,300,10000,Not a DBE,PROVISIONAL LICENSE,RMD PRIORITY,APPROVED,1,9 Collins Avenue,Plymouth,MA,2360,9 Collins Avenue,Plymouth,MA,2360,29 Echo Road,Mashpee,MA,2469,1500,11,Yes,1102121,2019-01-29T00:00:00.000,"{'type': 'Point', 'coordinates': [-70.49637702799998, 41.65778100600005]}",9,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,9+Collins+Avenue+Plymouth+MA,-70.6912911,41.9604167,56468,110
MR281371,MRN281371,"Mass Alternative Care, Inc.",Marijuana Retailer,300,5000,Not a DBE,FINAL LICENSE,RMD PRIORITY,APPROVED,1,1247 East Main Street,Chicopee,MA,1020,1247 East Main Street,Chicopee,MA,1020,1247 East Main Street,Chicopee,MA,1020,23800,7,Yes,1302536,2018-05-02T00:00:00.000,"{'type': 'Point', 'coordinates': [-72.54267602799996, 42.158146008000074]}",11,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,1247+East+Main+Street+Chicopee+MA,-72.5425988,42.1581284,55298,185
MR281588,MRN281588,Temescal Wellness of Massachusetts,Marijuana Retailer,300,5000,Not a DBE,FINAL LICENSE,RMD PRIORITY,APPROVED,1,10 Callahan Drive,Pittsfield,MA,1201,665 Cochituate Road,Framingham,MA,1701,10 Callahan Drive,Pittsfield,MA,1201,3000,15,Yes,462527018,2018-06-13T00:00:00.000,"{'type': 'Point', 'coordinates': [-73.31869299199997, 42.430851982000036]}",6,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,10+Callahan+Drive+Pittsfield+MA,-73.3179502,42.4299204,44737,275
MR282256,MRN282256,Green Stratus Corp,Marijuana Retailer,300,10000,Not a DBE,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,15 Saw Mill Pond,Canton,MA,2021,15 Saw Mill Pond,Canton,MA,2021,255 N. Pearl St.,Brockton,MA,2301,3040,11,Yes,1319575,2019-01-05T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.06562199599995, 42.09843198900006]}",3,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,15+Saw+Mill+Pond+Canton+MA,-71.1008839,42.1611387,21561,80.4
MR282814,MRN282814,Munro Associates LLC,Marijuana Retailer,300,10000,Not a DBE,FINAL LICENSE,GENERAL APPLICANT,APPROVED,1,885 BUFFINTON ST.,SOMERSET,MA,2726,885 BUFFINTON ST.,SOMERSET,MA,2726,"70 Worcester Road, Suite 225",Webster,MA,1520,4000,34,Yes,1350838,2019-06-26T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.86445299199994, 42.07078398800007]}",14,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,885+BUFFINTON+ST.+SOMERSET+MA,-71.1553187,41.7502187,18165,131
MR282519,MRN282519,Ganesh Wellness Inc.,Marijuana Retailer,300,10000,Minority-Owned Business | Woman-Owned Business,FINAL LICENSE,GENERAL APPLICANT,APPROVED,1,50 Congress St. Suite 420,Boston,MA,2109,65 West Boylston Street,West Boylston,MA,1583,65 West Boylston Street,West Boylston,MA,1583,4500,43,Yes,1312677,2019-03-25T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.78338096099998, 42.358642012000075]}",14,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,50+Congress+St.+Suite+420+Boston+MA,-71.055969,42.3579927,617594,56.7
MR283066,MRN283066,Fresh Fields Lowell LLC,Marijuana Retailer,1500,10000,Not a DBE,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,"1700 Shawsheen St, 2nd Floor",Tewksbury,MA,1876,"1700 Shawsheen St, 2nd Floor",Tewksbury,MA,1876,1148 Bridge St,Lowell,MA,1852,3000,126,Yes,1381977,2019-10-21T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.30388496999996, 42.663213007000024]}",1,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,"1700+Shawsheen+St,+2nd+Floor+Tewksbury+MA",-71.1846377,42.6216172,28961,24.2
MR281959,MRN281959,"Two Buds, LLC",Marijuana Retailer,300,10000,Not a DBE,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,One Liberty Square,Boston,MA,2109,One Liberty Square,Boston,MA,2109,53 Air Station Industrial Park,Rockland,MA,2370,36480,12,Yes,1341691,2018-10-09T00:00:00.000,"{'type': 'Point', 'coordinates': [-70.91077716199999, 42.16054979300004]}",3,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,One+Liberty+Square+Boston+MA,-71.0547381,42.3575606,617594,57
MR281910,MRN281910,"Silver Therapeutics, Inc.",Marijuana Retailer,300,5000,Not a DBE,FINAL LICENSE,RMD PRIORITY,APPROVED,1,"82 Wendell Ave, Suite 100",Pittsfield,MA,1201,89 Court St,Saratoga Springs,NY,12866,5 South Main Street,Orange,MA,1364,2000,4,Yes,1327528,2018-09-20T00:00:00.000,"{'type': 'Point', 'coordinates': [-72.30938796499998, 42.59061801400003]}",7,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,"82+Wendell+Ave,+Suite+100+Pittsfield+MA",-73.253099,42.4452827,44737,266
MR283100,MRN283100,"Evergreen Strategies, LLC.",Marijuana Retailer,1500,10000,Not a DBE,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,52 Whispering Way,Stow,MA,1775,52 Whispering Way,Stow,MA,1775,20 George Hannum Street,Belchertown,MA,1007,1375,30,Yes,1317729,2019-11-05T00:00:00.000,"{'type': 'Point', 'coordinates': [-72.40954481099999, 42.29087352600005]}",5,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,52+Whispering+Way+Stow+MA,-71.4954923,42.4026993,6590,83.1
MR282570,MRN282570,Union Leaf Inc.,Marijuana Retailer,1500,10000,Not a DBE,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,71-72 Union Square,Somerville,MA,2143,71-72 Union Square,Somerville,MA,2143,71-72 Union Square,Somerville,MA,2143,1650,67,Yes,1372824,2019-04-03T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.09493300799994, 42.37983699500006]}",1,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,71-72+Union+Square+Somerville+MA,-71.0949262,42.3798317,75754,54
MR282670,MRN282670,"KRD Growers, LLC",Marijuana Retailer,300,10000,Not a DBE,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,155 State Street,Newburyport,MA,1950,155 State Street,Newburyport,MA,1950,89 Parker Street,Clinton,MA,1510,29500,5,Yes,1376969,2019-05-01T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.68903501299997, 42.42445499700006]}",14,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,155+State+Street+Newburyport+MA,-70.873961,42.8007771,17416,13.4
MR281796,MRN281796,Canna Provisions Inc,Marijuana Retailer,300,5000,Not a DBE,FINAL LICENSE,GENERAL APPLICANT,APPROVED,1,220 Housatonic Street,Lee,MA,1238,220 Housatonic Street,Lee,MA,1238,220 Housatonic Street,Lee,MA,1238,2070,18,Yes,1325268,2018-08-12T00:00:00.000,"{'type': 'Point', 'coordinates': [-73.24213201799995, 42.29938899700005]}",6,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,220+Housatonic+Street+Lee+MA,-73.2420952,42.2993871,5943,248
MR282527,MRN282527,Munro Associates LLC,Marijuana Retailer,300,10000,Not a DBE,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,885 BUFFINTON ST.,SOMERSET,MA,2726,885 BUFFINTON ST.,SOMERSET,MA,2726,342 West Boylston Street,Worcester,MA,1606,3360,14,Yes,1350838,2019-03-27T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.80077600799996, 42.30334500400005]}",14,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,885+BUFFINTON+ST.+SOMERSET+MA,-71.1553187,41.7502187,18165,131
MR282868,MRN282868,Shine Diamond LLC,Marijuana Retailer,300,10000,Woman-Owned Business,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,85 State Rd,Whately,MA,1373,85 State Rd,Whately,MA,1373,85 State Road,Whately,MA,1373,1700,15,Yes,1332558,2019-07-16T00:00:00.000,"{'type': 'Point', 'coordinates': [-72.62237803699998, 42.42688101400006]}",7,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,85+State+Rd+Whately+MA,-72.622347,42.4267265,1496,179
